,epochs,training losses
0,1,0.013242508664175315
1,2,0.013056686458488306
2,3,0.013134476125102353
3,4,0.013005154810983825
4,5,0.01301197931860332
5,6,0.013083357639886715
6,7,0.01304396559242849
7,8,0.0129874169619547
8,9,0.012904946312860207
9,10,0.012935447092685435
10,11,0.0628127923787192
11,12,0.013039482067580576
12,13,0.012958602548611385
13,14,0.012900889851152897
14,15,0.01395526776711146
15,16,0.013001635291234211
16,17,0.012966416086311694
17,18,0.012914061580819113
18,19,0.012926708354994102
19,20,0.013080092284966397
20,21,0.013213779018433005
21,22,0.013281901073814542
22,23,0.013043890793428378
23,24,0.013159933310278036
24,25,0.012944170532541143
25,26,0.013104332472991061
26,27,0.01293213351595181
27,28,0.012866962321654515
